<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>
MTSS,D,20141210,000000,204.5000000
MTSS,D,20141211,000000,199.4500000
MTSS,D,20141212,000000,196.5000000
MTSS,D,20141215,000000,176.9000000
MTSS,D,20141216,000000,172.0000000
MTSS,D,20141217,000000,158.5000000
MTSS,D,20141218,000000,198.5000000
MTSS,D,20141219,000000,192.0000000
MTSS,D,20141222,000000,187.0000000
MTSS,D,20141223,000000,176.9500000
MTSS,D,20141224,000000,172.9000000
MTSS,D,20141225,000000,175.0000000
MTSS,D,20141226,000000,174.0000000
MTSS,D,20141229,000000,179.7500000
MTSS,D,20141230,000000,169.0500000
MTSS,D,20150105,000000,174.7000000
MTSS,D,20150106,000000,179.9000000
MTSS,D,20150108,000000,190.0500000
MTSS,D,20150109,000000,195.0000000
MTSS,D,20150112,000000,193.0000000
MTSS,D,20150113,000000,204.5000000
MTSS,D,20150114,000000,210.2000000
MTSS,D,20150115,000000,216.5000000
MTSS,D,20150116,000000,215.8000000
MTSS,D,20150119,000000,215.0000000
MTSS,D,20150120,000000,214.1500000
MTSS,D,20150121,000000,222.9500000
MTSS,D,20150122,000000,227.0000000
MTSS,D,20150123,000000,228.0000000
MTSS,D,20150126,000000,214.2500000
MTSS,D,20150127,000000,215.5500000
MTSS,D,20150128,000000,214.0000000
MTSS,D,20150129,000000,219.5500000
MTSS,D,20150130,000000,217.8500000
MTSS,D,20150202,000000,227.3000000
MTSS,D,20150203,000000,233.0500000
MTSS,D,20150204,000000,232.0000000
MTSS,D,20150205,000000,235.5000000
MTSS,D,20150206,000000,240.8000000
MTSS,D,20150209,000000,240.6000000
MTSS,D,20150210,000000,230.0500000
MTSS,D,20150211,000000,237.9500000
MTSS,D,20150212,000000,250.9500000
MTSS,D,20150213,000000,257.3500000
MTSS,D,20150216,000000,252.3000000
MTSS,D,20150217,000000,252.0000000
MTSS,D,20150218,000000,250.3500000
MTSS,D,20150219,000000,257.0000000
MTSS,D,20150220,000000,252.5000000
MTSS,D,20150224,000000,250.3000000
MTSS,D,20150225,000000,248.6000000
MTSS,D,20150226,000000,253.5000000
MTSS,D,20150227,000000,249.0000000
MTSS,D,20150302,000000,247.5500000
MTSS,D,20150303,000000,257.2500000
MTSS,D,20150304,000000,252.0000000
MTSS,D,20150305,000000,247.5000000
MTSS,D,20150306,000000,244.5000000
MTSS,D,20150310,000000,234.5000000
MTSS,D,20150311,000000,234.0000000
MTSS,D,20150312,000000,232.3500000
MTSS,D,20150313,000000,230.3000000
MTSS,D,20150316,000000,222.7000000
MTSS,D,20150317,000000,220.4000000
MTSS,D,20150318,000000,227.3000000
MTSS,D,20150319,000000,227.0000000
MTSS,D,20150320,000000,238.9500000
MTSS,D,20150323,000000,238.7500000
MTSS,D,20150324,000000,246.0000000
MTSS,D,20150325,000000,249.6500000
MTSS,D,20150326,000000,242.7500000
MTSS,D,20150327,000000,243.0000000
MTSS,D,20150330,000000,246.3000000
MTSS,D,20150331,000000,247.0000000
MTSS,D,20150401,000000,250.9000000
MTSS,D,20150402,000000,250.0000000
MTSS,D,20150403,000000,248.6000000
MTSS,D,20150406,000000,253.9000000
MTSS,D,20150407,000000,255.0000000
MTSS,D,20150408,000000,253.0000000
MTSS,D,20150409,000000,252.0000000
MTSS,D,20150410,000000,248.0000000
MTSS,D,20150413,000000,253.1000000
MTSS,D,20150414,000000,253.5000000
MTSS,D,20150415,000000,263.0000000
MTSS,D,20150416,000000,263.7000000
MTSS,D,20150417,000000,257.0000000
MTSS,D,20150420,000000,252.9000000
MTSS,D,20150421,000000,255.1500000
MTSS,D,20150422,000000,252.4000000
MTSS,D,20150423,000000,253.2500000
MTSS,D,20150424,000000,255.1500000
MTSS,D,20150427,000000,257.8000000
MTSS,D,20150428,000000,261.0000000
MTSS,D,20150429,000000,258.0000000
MTSS,D,20150430,000000,265.0000000
MTSS,D,20150505,000000,267.2500000
MTSS,D,20150506,000000,262.5500000
MTSS,D,20150507,000000,260.0000000
MTSS,D,20150508,000000,264.8500000
MTSS,D,20150512,000000,266.3000000
MTSS,D,20150513,000000,271.0000000
MTSS,D,20150514,000000,268.7000000
MTSS,D,20150515,000000,269.0500000
MTSS,D,20150518,000000,267.6500000
MTSS,D,20150519,000000,260.0000000
MTSS,D,20150520,000000,252.6500000
MTSS,D,20150521,000000,251.0000000
MTSS,D,20150522,000000,252.5000000
MTSS,D,20150525,000000,254.0000000
MTSS,D,20150526,000000,249.4000000
MTSS,D,20150527,000000,244.5000000
MTSS,D,20150528,000000,246.8500000
MTSS,D,20150529,000000,243.0000000
MTSS,D,20150601,000000,241.4000000
MTSS,D,20150602,000000,245.3000000
MTSS,D,20150603,000000,241.0500000
MTSS,D,20150604,000000,239.5000000
MTSS,D,20150605,000000,239.3000000
MTSS,D,20150608,000000,241.5000000
MTSS,D,20150609,000000,241.5000000
MTSS,D,20150610,000000,239.0000000
MTSS,D,20150611,000000,238.2500000
MTSS,D,20150615,000000,241.6000000
MTSS,D,20150616,000000,242.8000000
MTSS,D,20150617,000000,240.1000000
MTSS,D,20150618,000000,243.5000000
MTSS,D,20150619,000000,245.0000000
MTSS,D,20150622,000000,253.1000000
MTSS,D,20150623,000000,250.5000000
MTSS,D,20150624,000000,248.3500000
MTSS,D,20150625,000000,246.0500000
MTSS,D,20150626,000000,248.8000000
MTSS,D,20150629,000000,243.2500000
MTSS,D,20150630,000000,243.1000000
MTSS,D,20150701,000000,243.9000000
MTSS,D,20150702,000000,245.8500000
MTSS,D,20150703,000000,243.9500000
MTSS,D,20150706,000000,222.0500000
MTSS,D,20150707,000000,218.0000000
MTSS,D,20150708,000000,215.7000000
MTSS,D,20150709,000000,219.6000000
MTSS,D,20150710,000000,220.2500000
MTSS,D,20150713,000000,222.1500000
MTSS,D,20150714,000000,219.7500000
MTSS,D,20150715,000000,218.2000000
MTSS,D,20150716,000000,221.7000000
MTSS,D,20150717,000000,219.9000000
MTSS,D,20150720,000000,216.8000000
MTSS,D,20150721,000000,214.9500000
MTSS,D,20150722,000000,211.8000000
MTSS,D,20150723,000000,215.5000000
MTSS,D,20150724,000000,211.0000000
MTSS,D,20150727,000000,207.6500000
MTSS,D,20150728,000000,211.8000000
MTSS,D,20150729,000000,217.0500000
MTSS,D,20150730,000000,219.0000000
MTSS,D,20150731,000000,224.9000000
MTSS,D,20150803,000000,222.5500000
MTSS,D,20150804,000000,222.2500000
MTSS,D,20150805,000000,227.1000000
MTSS,D,20150806,000000,227.6000000
MTSS,D,20150807,000000,229.6500000
MTSS,D,20150810,000000,231.0000000
MTSS,D,20150811,000000,231.9500000
MTSS,D,20150812,000000,230.0000000
MTSS,D,20150813,000000,229.5000000
MTSS,D,20150814,000000,226.7000000
MTSS,D,20150817,000000,230.1000000
MTSS,D,20150818,000000,229.3000000
MTSS,D,20150819,000000,227.9500000
MTSS,D,20150820,000000,232.0000000
MTSS,D,20150821,000000,228.7000000
MTSS,D,20150824,000000,223.7500000
MTSS,D,20150825,000000,224.7000000
MTSS,D,20150826,000000,221.0000000
MTSS,D,20150827,000000,227.2500000
MTSS,D,20150828,000000,228.9000000
MTSS,D,20150831,000000,228.8500000
MTSS,D,20150901,000000,227.5500000
MTSS,D,20150902,000000,228.0000000
MTSS,D,20150903,000000,230.6500000
MTSS,D,20150904,000000,226.2000000
MTSS,D,20150907,000000,224.7000000
MTSS,D,20150908,000000,227.1000000
MTSS,D,20150909,000000,227.0000000
MTSS,D,20150910,000000,225.8000000
MTSS,D,20150911,000000,225.5000000
MTSS,D,20150914,000000,225.7000000
MTSS,D,20150915,000000,222.5000000
MTSS,D,20150916,000000,227.3000000
MTSS,D,20150917,000000,225.6500000
MTSS,D,20150918,000000,223.8500000
MTSS,D,20150921,000000,222.2500000
MTSS,D,20150922,000000,221.9500000
MTSS,D,20150923,000000,216.7000000
MTSS,D,20150924,000000,213.1500000
MTSS,D,20150925,000000,215.1500000
MTSS,D,20150928,000000,210.8000000
MTSS,D,20150929,000000,211.3500000
MTSS,D,20150930,000000,212.7000000
MTSS,D,20151001,000000,211.3500000
MTSS,D,20151002,000000,209.7000000
MTSS,D,20151005,000000,214.6500000
MTSS,D,20151006,000000,214.7500000
MTSS,D,20151007,000000,211.0000000
MTSS,D,20151008,000000,213.9500000
MTSS,D,20151009,000000,216.5000000
MTSS,D,20151012,000000,215.2500000
MTSS,D,20151013,000000,214.9000000
MTSS,D,20151014,000000,216.0500000
MTSS,D,20151015,000000,219.6500000
MTSS,D,20151016,000000,219.0000000
MTSS,D,20151019,000000,217.6000000
MTSS,D,20151020,000000,214.2500000
MTSS,D,20151021,000000,212.7500000
MTSS,D,20151022,000000,211.0000000
MTSS,D,20151023,000000,211.1500000
MTSS,D,20151026,000000,213.5000000
MTSS,D,20151027,000000,212.5500000
MTSS,D,20151028,000000,214.0000000
MTSS,D,20151029,000000,211.2000000
MTSS,D,20151030,000000,208.3000000
MTSS,D,20151102,000000,211.2000000
MTSS,D,20151103,000000,209.2000000
MTSS,D,20151105,000000,202.0000000
MTSS,D,20151106,000000,202.5500000
MTSS,D,20151109,000000,200.5000000
MTSS,D,20151110,000000,194.7000000
MTSS,D,20151111,000000,193.5500000
MTSS,D,20151112,000000,195.0000000
MTSS,D,20151113,000000,194.4000000
MTSS,D,20151116,000000,199.0500000
MTSS,D,20151117,000000,209.8500000
MTSS,D,20151118,000000,214.9000000
MTSS,D,20151119,000000,214.1000000
MTSS,D,20151120,000000,219.3000000
MTSS,D,20151123,000000,221.7000000
MTSS,D,20151124,000000,212.8500000
MTSS,D,20151125,000000,219.0000000
MTSS,D,20151126,000000,217.5000000
MTSS,D,20151127,000000,214.0500000
MTSS,D,20151130,000000,217.7000000
MTSS,D,20151201,000000,216.5000000
MTSS,D,20151202,000000,217.0000000
MTSS,D,20151203,000000,217.5500000
MTSS,D,20151204,000000,214.8000000
MTSS,D,20151207,000000,216.0000000
MTSS,D,20151208,000000,215.9500000
MTSS,D,20151209,000000,218.4500000
MTSS,D,20151210,000000,217.0000000
MTSS,D,20151211,000000,216.0000000
MTSS,D,20151214,000000,213.5500000
MTSS,D,20151215,000000,217.0000000
MTSS,D,20151216,000000,220.0000000
MTSS,D,20151217,000000,221.1000000
MTSS,D,20151218,000000,221.5000000
MTSS,D,20151221,000000,213.0500000
MTSS,D,20151222,000000,212.8500000
MTSS,D,20151223,000000,211.7500000
MTSS,D,20151224,000000,213.0000000
MTSS,D,20151225,000000,212.2000000
MTSS,D,20151228,000000,210.2500000
MTSS,D,20151229,000000,211.5000000
MTSS,D,20151230,000000,210.0000000
MTSS,D,20160104,000000,208.4500000
MTSS,D,20160105,000000,210.7500000
MTSS,D,20160106,000000,210.0000000
MTSS,D,20160111,000000,200.5500000
MTSS,D,20160112,000000,205.0000000
MTSS,D,20160113,000000,208.0000000
MTSS,D,20160114,000000,210.8500000
MTSS,D,20160115,000000,205.0000000
MTSS,D,20160118,000000,205.4000000
MTSS,D,20160119,000000,208.0000000
MTSS,D,20160120,000000,204.8000000
MTSS,D,20160121,000000,211.7000000
MTSS,D,20160122,000000,216.5000000
MTSS,D,20160125,000000,215.5000000
MTSS,D,20160126,000000,218.1000000
MTSS,D,20160127,000000,224.0000000
MTSS,D,20160128,000000,227.2000000
MTSS,D,20160129,000000,226.0000000
MTSS,D,20160201,000000,227.0000000
MTSS,D,20160202,000000,229.5000000
MTSS,D,20160203,000000,230.6000000
MTSS,D,20160204,000000,232.0000000
MTSS,D,20160205,000000,231.8500000
MTSS,D,20160208,000000,227.0000000
MTSS,D,20160209,000000,229.0000000
MTSS,D,20160210,000000,227.6000000
MTSS,D,20160211,000000,226.3000000
MTSS,D,20160212,000000,229.7500000
MTSS,D,20160215,000000,228.5000000
MTSS,D,20160216,000000,233.0000000
MTSS,D,20160217,000000,234.2000000
MTSS,D,20160218,000000,238.0000000
MTSS,D,20160219,000000,236.8000000
MTSS,D,20160220,000000,235.4500000
MTSS,D,20160222,000000,238.0000000
MTSS,D,20160224,000000,228.0000000
MTSS,D,20160225,000000,228.1000000
MTSS,D,20160226,000000,230.2500000
MTSS,D,20160229,000000,233.0000000
MTSS,D,20160301,000000,230.9500000
MTSS,D,20160302,000000,231.0000000
MTSS,D,20160303,000000,234.5000000
MTSS,D,20160304,000000,234.6500000
MTSS,D,20160307,000000,239.6500000
MTSS,D,20160309,000000,236.5000000
MTSS,D,20160310,000000,232.8000000
MTSS,D,20160311,000000,231.8500000
MTSS,D,20160314,000000,232.9000000
MTSS,D,20160315,000000,232.1500000
MTSS,D,20160316,000000,236.9500000
MTSS,D,20160317,000000,236.0000000
MTSS,D,20160318,000000,234.5000000
MTSS,D,20160321,000000,237.2000000
MTSS,D,20160322,000000,239.9000000
MTSS,D,20160323,000000,235.5000000
MTSS,D,20160324,000000,236.0000000
MTSS,D,20160325,000000,236.5000000
MTSS,D,20160328,000000,236.9500000
MTSS,D,20160329,000000,235.4000000
MTSS,D,20160330,000000,236.3500000
MTSS,D,20160331,000000,240.1000000
MTSS,D,20160401,000000,237.6000000
MTSS,D,20160404,000000,236.4500000
MTSS,D,20160405,000000,233.3000000
MTSS,D,20160406,000000,231.9000000
MTSS,D,20160407,000000,234.4000000
MTSS,D,20160408,000000,238.1000000
MTSS,D,20160411,000000,251.5000000
MTSS,D,20160412,000000,250.0000000
MTSS,D,20160413,000000,251.7000000
MTSS,D,20160414,000000,251.7500000
MTSS,D,20160415,000000,252.0000000
MTSS,D,20160418,000000,249.5000000
MTSS,D,20160419,000000,259.4500000
MTSS,D,20160420,000000,257.2000000
MTSS,D,20160421,000000,257.4000000
MTSS,D,20160422,000000,258.5000000
MTSS,D,20160425,000000,257.1000000
MTSS,D,20160426,000000,256.0000000
MTSS,D,20160427,000000,256.7000000
MTSS,D,20160428,000000,256.6500000
MTSS,D,20160429,000000,253.0000000
MTSS,D,20160504,000000,257.2000000
MTSS,D,20160505,000000,256.7500000
MTSS,D,20160506,000000,262.0500000
MTSS,D,20160510,000000,253.0000000
MTSS,D,20160511,000000,253.0000000
MTSS,D,20160512,000000,255.2000000
MTSS,D,20160513,000000,256.1000000
MTSS,D,20160516,000000,259.2000000
MTSS,D,20160517,000000,259.4500000
MTSS,D,20160518,000000,262.9000000
MTSS,D,20160519,000000,252.6000000
MTSS,D,20160520,000000,258.0000000
MTSS,D,20160523,000000,253.1000000
MTSS,D,20160524,000000,254.8000000
MTSS,D,20160525,000000,256.0000000
MTSS,D,20160526,000000,254.7000000
MTSS,D,20160527,000000,255.8000000
MTSS,D,20160530,000000,255.5500000
MTSS,D,20160531,000000,257.1500000
MTSS,D,20160601,000000,251.9000000
MTSS,D,20160602,000000,254.5500000
MTSS,D,20160603,000000,253.0000000
MTSS,D,20160606,000000,267.0000000
MTSS,D,20160607,000000,264.9500000
MTSS,D,20160608,000000,263.4000000
MTSS,D,20160609,000000,264.1500000
MTSS,D,20160610,000000,260.7000000
MTSS,D,20160614,000000,263.4000000
MTSS,D,20160615,000000,268.3000000
MTSS,D,20160616,000000,256.0000000
MTSS,D,20160617,000000,253.3000000
MTSS,D,20160620,000000,262.2000000
MTSS,D,20160621,000000,255.1000000
MTSS,D,20160622,000000,253.0000000
MTSS,D,20160623,000000,249.9000000
MTSS,D,20160624,000000,238.1500000
MTSS,D,20160627,000000,234.5000000
MTSS,D,20160628,000000,240.8000000
MTSS,D,20160629,000000,243.5000000
MTSS,D,20160630,000000,243.0500000
MTSS,D,20160701,000000,245.0500000
MTSS,D,20160704,000000,235.4500000
MTSS,D,20160705,000000,235.1500000
MTSS,D,20160706,000000,235.2000000
MTSS,D,20160707,000000,231.5000000
MTSS,D,20160708,000000,232.0000000
MTSS,D,20160711,000000,238.2000000
MTSS,D,20160712,000000,238.0500000
MTSS,D,20160713,000000,235.8500000
MTSS,D,20160714,000000,232.5000000
MTSS,D,20160715,000000,235.2000000
MTSS,D,20160718,000000,236.9000000
MTSS,D,20160719,000000,235.3500000
MTSS,D,20160720,000000,239.5000000
MTSS,D,20160721,000000,244.3000000
MTSS,D,20160722,000000,243.9000000
MTSS,D,20160725,000000,245.2000000
MTSS,D,20160726,000000,248.8000000
MTSS,D,20160727,000000,249.3500000
MTSS,D,20160728,000000,251.8000000
MTSS,D,20160729,000000,252.0000000
MTSS,D,20160801,000000,250.9500000
MTSS,D,20160802,000000,248.0000000
MTSS,D,20160803,000000,246.0000000
MTSS,D,20160804,000000,248.6000000
MTSS,D,20160805,000000,247.2000000
MTSS,D,20160808,000000,250.9000000
MTSS,D,20160809,000000,252.4000000
MTSS,D,20160810,000000,250.0000000
MTSS,D,20160811,000000,250.5000000
MTSS,D,20160812,000000,251.8000000
MTSS,D,20160815,000000,249.8500000
MTSS,D,20160816,000000,251.9000000
MTSS,D,20160817,000000,247.5500000
MTSS,D,20160818,000000,240.0000000
MTSS,D,20160819,000000,236.6500000
MTSS,D,20160822,000000,237.1000000
MTSS,D,20160823,000000,237.3500000
MTSS,D,20160824,000000,235.2500000
MTSS,D,20160825,000000,237.5000000
MTSS,D,20160826,000000,237.2000000
MTSS,D,20160829,000000,236.0500000
MTSS,D,20160830,000000,240.7500000
MTSS,D,20160831,000000,239.1000000
MTSS,D,20160901,000000,237.0000000
MTSS,D,20160902,000000,239.5000000
MTSS,D,20160905,000000,238.8500000
MTSS,D,20160906,000000,239.9000000
MTSS,D,20160907,000000,244.6000000
MTSS,D,20160908,000000,246.3500000
MTSS,D,20160909,000000,243.8500000
MTSS,D,20160912,000000,240.7000000
MTSS,D,20160913,000000,237.4000000
MTSS,D,20160914,000000,235.5500000
MTSS,D,20160915,000000,230.2000000
MTSS,D,20160916,000000,232.0000000
MTSS,D,20160919,000000,231.0000000
MTSS,D,20160920,000000,230.5000000
MTSS,D,20160921,000000,233.0000000
MTSS,D,20160922,000000,234.8000000
MTSS,D,20160923,000000,231.8500000
MTSS,D,20160926,000000,230.7000000
MTSS,D,20160927,000000,229.9000000
MTSS,D,20160928,000000,229.8000000
MTSS,D,20160929,000000,230.0500000
MTSS,D,20160930,000000,227.5000000
MTSS,D,20161003,000000,229.4000000
MTSS,D,20161004,000000,229.0500000
MTSS,D,20161005,000000,228.4000000
MTSS,D,20161006,000000,230.8000000
MTSS,D,20161007,000000,230.3000000
MTSS,D,20161010,000000,232.5500000
MTSS,D,20161011,000000,231.9500000
MTSS,D,20161012,000000,232.4000000
MTSS,D,20161013,000000,221.7500000
MTSS,D,20161014,000000,219.4500000
MTSS,D,20161017,000000,219.4500000
MTSS,D,20161018,000000,220.1500000
MTSS,D,20161019,000000,218.8000000
MTSS,D,20161020,000000,218.8000000
MTSS,D,20161021,000000,217.6000000
MTSS,D,20161024,000000,217.3000000
MTSS,D,20161025,000000,217.4500000
MTSS,D,20161026,000000,217.2000000
MTSS,D,20161027,000000,213.4000000
MTSS,D,20161028,000000,213.3000000
MTSS,D,20161031,000000,223.5000000
MTSS,D,20161101,000000,223.7000000
MTSS,D,20161102,000000,220.6000000
MTSS,D,20161103,000000,220.5000000
MTSS,D,20161107,000000,220.8000000
MTSS,D,20161108,000000,219.2000000
MTSS,D,20161109,000000,220.7000000
MTSS,D,20161110,000000,224.3000000
MTSS,D,20161111,000000,221.9000000
MTSS,D,20161114,000000,221.5500000
MTSS,D,20161115,000000,220.2500000
MTSS,D,20161116,000000,221.6000000
MTSS,D,20161117,000000,220.8000000
MTSS,D,20161118,000000,220.5000000
MTSS,D,20161121,000000,224.4500000
MTSS,D,20161122,000000,223.5000000
MTSS,D,20161123,000000,225.7000000
MTSS,D,20161124,000000,228.2000000
MTSS,D,20161125,000000,227.5000000
MTSS,D,20161128,000000,229.3000000
MTSS,D,20161129,000000,229.5500000
MTSS,D,20161130,000000,230.2500000
MTSS,D,20161201,000000,239.0000000
MTSS,D,20161202,000000,244.7000000
MTSS,D,20161205,000000,249.2500000
MTSS,D,20161206,000000,248.4500000
MTSS,D,20161207,000000,250.1000000
MTSS,D,20161208,000000,254.0000000
MTSS,D,20161209,000000,256.9500000
